"full_name","a","e","i","om","w","q","ad","per_y","data_arc","n_obs_used","H","diameter","albedo","rot_per","BV","UB","IR","moid"
"   258 Tyche","2.615531510312724",".2041193887504122","14.32230095426691","207.5643946508644","155.6140498216658","2.081650817170248","3.1494122034552","4.23007567655891","48677","2403","8.50","64.78","0.1676","10.041",".876",".459","","1.08817"
"   259 Aletheia","3.132889322623162",".1288441566851987","10.81762957109123","86.85015173534727","168.1021101335472","2.729234839861718","3.536543805384607","5.54530938158521","44168","2439","7.76","174.318","0.043","8.143",".698",".311","","1.71496"
"   260 Huberta","3.45409176995434",".112443396897873","6.404563737800989","165.2819387699385","180.0688217270751","3.065701958143687","3.842481581764992","6.41961539919528","41176","3116","8.97","101.539","0.044","8.29",".714",".306","","2.05747"
"   261 Prymno","2.331833576551184",".08887819254674036","3.635933841211387","96.62987051299532","65.79299121094486","2.124584422947513","2.539082730154854","3.56085696944515","37200","2487","9.44","50.011","0.137","8.002",".700",".299","","1.13623"
"   262 Valda","2.55260745639264",".2131628117793489","7.684768124361151","38.48846411058902","25.43725424082115","2.008486473619053","3.096728439166227","4.07834773465658","47044","2364","11.67","14.645","0.211","17.386",".850",".557","","1.02409"
"   263 Dresda","2.886862055867954",".07758783446691585","1.320413659538609","216.169269858621","162.6949439086646","2.66287668054845","3.110847431187457","4.90509305364402","44368","2933","10.2","23.952","0.198","16.809","","","","1.66398"
"   264 Libussa","2.796852458191511",".1370921324871384","10.42520403934171","49.59925572783184","340.5995304658775","2.413425990446142","3.18027892593688","4.67748644207579","46052","2078","8.42","62.969","0.187","9.2276",".840",".419","","1.42165"
"   265 Anna","2.419799425110903",".267370201142705","25.64332509742683","335.5436716271263","251.6801192612908","1.772817166093999","3.066781684127807","3.76423957308317","43733","1937","11.9","22.767","0.113","11.681","","","",".913127"
"   266 Aline","2.807292039268813",".1539211395736737","13.4030471941051","235.8611015225877","151.2784849688366","2.375190449468455","3.239393629069171","4.70369976843253","46886","2443","8.80","109.494","0.059","13.018",".707",".336","","1.38951"
"   267 Tirza","2.775406808340832",".09865221142990777","6.00321988856552","73.74745158688758","196.6117662231096","2.501606789080387","3.049206827601278","4.62379079703714","40705","2725","10.2","55.998","0.051","7.648","","","","1.48577"
"   268 Adorea","3.090744718489848",".1373568247288229","2.440486336436251","120.8591175693405","68.79659705382332","2.666209837910703","3.515279599068994","5.43379069745309","45179","2780","8.28","144.585","0.041","7.80",".663",".285","","1.6684"
"   269 Justitia","2.616242978895668",".2131728433245593","5.477275903270181","156.7340219185471","119.5091829171859","2.058531024256564","3.173954933534773","4.23180177157402","47308","2806","9.7","50.728","0.061","33.128","","","","1.04838"
"   270 Anahita","2.198150619122515",".1504258370490766","2.368374202259922","254.3498623263642","80.68417857484128","1.867491972281065","2.528809265963965","3.25907513810534","44364","2633","8.75","51.400","0.211","15.06",".866",".530","",".858449"
"   271 Penthesilea","3.004541172846403",".1038127653321451","3.538835974453784","335.3489113526015","57.97084742783822","2.692631445138931","3.316450900553875","5.20805356007805","42188","2581","9.80","65.901","0.045","18.787",".724",".348","","1.70003"
"   272 Antonia","2.780253758950046",".02697863670745714","4.434086130136597","37.38511235058516","67.775984386283","2.705246302832791","2.855261215067301","4.6359085165554","36871","2640","10.6","26.870","0.128","3.8548","","","","1.72617"
"   273 Atropos","2.394976890161147",".1602679291247407","20.44999316524885","158.9264621741436","120.9707793682847","2.011138903673408","2.778814876648886","3.70646747084842","40008","2493","10.26","29.768","0.212","23.924",".760",".374","","1.06001"
"   274 Philagoria","3.045410484510253",".1194619942173464","3.67753999103683","92.79482014657978","119.7223303262219","2.681599674820243","3.409221294200263","5.31467803687825","46043","2837","10.0","27.307","0.237","17.938","","","","1.67805"
"   275 Sapientia","2.769711341189774",".1639304516193487","4.764284006905048","134.05012946342","39.70275076135918","2.315671310173303","3.223751372206246","4.60956524273397","46611","2882","8.85","103","0.049","14.931",".723",".324","","1.32393"
"   276 Adelheid","3.116731057875566",".06734979531374925","21.6131808539937","211.15757954","265.1803862881193","2.906819859079641","3.32664225667149","5.5024638159064","43826","2629","8.7","114.723","0.051","6.315",".708",".271","","2.01547"
"   277 Elvira","2.884835006391567",".09193678028032647","1.162741107403628","231.2548864590591","137.1798590663884","2.619612564263951","3.150057448519183","4.89992769388855","43741","2661","9.84","30.422","0.196","29.69",".806",".436","","1.61784"
"   278 Paulina","2.756412753912898",".131790739174563","7.817387127514689","62.00056987670328","139.71291171","2.393143079604524","3.119682428221271","4.57640633753008","46903","2774","9.4","32.773","0.247","6.497","","","","1.39565"
"   279 Thule","4.283402229215886",".04013377964004617","2.33577772315341","71.96663026129885","23.16865386985651","4.111493108038853","4.455311350392919","8.86526025949438","47005","2768","8.57","126.59","0.0412","23.896",".746",".232","","3.12849"
"   280 Philia","2.941009103874257",".1097892006886566","7.440500455628734","9.867041402053854","89.61878580439551","2.61811806514184","3.263900142606674","5.04374074966387","47199","2364","10.9","45.69","0.0444","70.26",".650",".220","","1.64833"
"   281 Lucretia","2.187358802943897",".1326752701693698","5.303962169247142","31.40887174205444","16.58788825412199","1.897150382805966","2.477567223081828","3.23510398546682","47140","3117","12.02","11.036","0.226","4.348",".918",".530","",".906903"
"   282 Clorinde","2.340028261417685",".0803692732841404","9.032814941633017","144.9000460660786","296.6478824607046","2.151961890583195","2.528094632252174","3.57964415221009","44131","2573","10.91","39.03","0.0502","6.42",".628",".274","","1.18504"
"   283 Emma","3.04896119943653",".1442153337847609","7.988476304246535","303.9016546019865","55.10294901202206","2.609254242363006","3.488668156510054","5.32397550572626","45878","2730","8.72","132.385","0.023","6.896",".712",".297","","1.6142"
"   284 Amalia","2.35823527582459",".2221125571393416","8.057572907158914","233.7120222837635","58.0638689782285","1.83444160837499","2.88202894327419","3.62150341876363","45931","2662","10.05","52.95","0.0602","8.545",".698",".380","",".832825"
"   285 Regina","3.088057963314463",".2053052184300813","17.60920196050601","311.239714952804","14.15756752956767","2.454063548631435","3.722052377997491","5.42670692312176","39435","2037","10.7","47.156","0.050","9.542","","","","1.44401"
"   286 Iclea","3.195584064219426",".02822273328313211","17.89769817859404","149.0875862864095","211.6740140681458","3.105395947491135","3.285772180947719","5.71259680157233","44378","2676","9.0","94.30","0.0508","15.365",".690",".328","","2.10386"
"   287 Nephthys","2.352822087032013",".02331317633741776","10.03469232431394","142.3263525734036","119.0241026684858","2.297970330826465","2.407673843237562","3.60904115870467","44950","3135","8.30","59.615","0.238","7.605",".873",".490","","1.29532"
"   288 Glauke","2.761785977666818",".205392631602538","4.336077409119497","120.1104622366147","84.98538107930278","2.194535487790842","3.329036467542794","4.58979440957835","46744","2767","9.84","28.981","0.175","1170.",".845",".407","","1.19619"
"   289 Nenetta","2.875996948869573",".2012477609650683","6.678775286105407","181.9524619386515","190.3378741130893","2.297209002367203","3.454784895371943","4.87742762497975","42748","2960","9.51","37.586","0.889","6.902","1.047",".655","","1.29688"
"   290 Bruna","2.338209396374527",".2568562902271838","22.32658685072732","10.48960091812467","105.1155936814785","1.737625605047423","2.93879318770163","3.5754713665494","38012","1419","12.0","9.822","0.314","13.807","","","",".8755"
"   291 Alice","2.221928557998484",".09199416767461974","1.855549465804026","161.6501818902794","331.6159889919049","2.017524089672945","2.426333026324022","3.31209922159988","46730","3141","11.45","10.456","0.425","4.313","","","","1.03232"
"   292 Ludovica","2.530516614496235",".03409786150200537","14.89404723101121","43.53246075683925","285.5187343453816","2.444231409446619","2.616801819545851","4.02552002962177","46743","2138","9.9","30.864","0.187","8.93",".860",".440","","1.47881"
"   293 Brasilia","2.861250416520386",".1062089072014438","15.58255025858892","61.30618490229","86.84720353664488","2.55736013655208","3.165140696488693","4.83996259888736","40171","2095","9.94","57.486","0.056","8.17",".721",".352","","1.62743"
"   294 Felicia","3.154375019466645",".233051132224117","6.264464391849438","135.7213216790079","185.9634385793133","2.419244349720473","3.889505689212818","5.60245258143865","41360","2953","10.1","51.865","0.095","10.4227","","","","1.40586"
"   295 Theresia","2.794518041212615",".1714309929043198","2.708541443791276","276.0376891998776","147.9248994687927","2.315451038718502","3.273585043706729","4.67163150773627","43866","2551","10.19","28.340","0.171","10.702",".862",".501","","1.32911"
"   296 Phaetusa","2.228812179796383",".1605425929985468","1.747386518254977","121.5793817365353","252.4654543208411","1.870992893145128","2.586631466447638","3.32750265622632","36040","2357","12.62","8.196","0.379","4.5385",".887",".463","",".871683"
"   297 Caecilia","3.168825140044889",".1416752625843223","7.544388899821752","331.9997439956632","353.446562035028","2.719881006245227","3.61776927384455","5.64099369910983","43574","2736","9.1","39.48","0.1796","4.163","","","","1.70739"
"   298 Baptistina","2.263909735842031",".09615140058171354","6.28508299626378","8.171415229268593","135.2577643486341","2.046231643950243","2.481587827733819","3.40640956034873","46541","2419","11.2","21.135","0.131","16.23","","","","1.06356"
"   299 Thora","2.433647273742097",".06172656683521908","1.60632675265772","241.4812771839509","152.0503077417333","2.283426582646106","2.583867964838087","3.79659832452848","31697","2696","11.3","15.757","0.251","272.9","","","","1.28869"
"   300 Geraldina","3.204839013851104",".05705321487465868",".7317927152593395","42.65999663587766","324.9412657139895","3.021992644955168","3.38768538274704","5.73743172506454","43441","2924","9.8","67.373","0.052","6.8423","","","","2.01961"
"   301 Bavaria","2.726095983583118",".06749743682731552","4.894357646624019","142.3412416113317","124.9440148121267","2.542091492146018","2.910100475020219","4.50111300666959","46972","3012","10.3","53.042","0.057","12.253","","","","1.52952"
"   302 Clarissa","2.405273148469157",".1114607106171771","3.413362277090914","7.849699294166785","54.35390447948025","2.13717969411237","2.673366602825944","3.73039488350339","46534","2714","10.89","38.53","0.0524","14.381",".639",".294","","1.15173"
"   303 Josephina","3.124396030991779",".06059673306725803","6.868982453516434","343.9650408883624","64.18047479088703","2.93506783870537","3.313724223278189","5.52277459512296","46908","2725","8.9","124.923","0.034","12.497","","","","1.95185"
"   304 Olga","2.403604099039419",".2216072241742658","15.84561971034153","159.0305986972775","172.286717885844","1.870948066637406","2.936260131441432","3.72651270495334","46925","2518","9.74","65.990","0.047","18.36",".708",".249","",".861074"
"   305 Gordonia","3.088414716936504",".1954547792635175","4.450165998431757","207.4762249040092","260.8525493773759","2.48476930016348","3.692060133709527","5.42764734585058","46474","2514","8.77","47.739","0.238","12.893",".919",".507","","1.50652"
"   306 Unitas","2.357924743817805",".1507918595857206","7.277329948962795","141.8654756335866","167.7898874899539","2.002368886934334","2.713480600701276","3.62078812391156","46809","2429","8.96","47.200","0.201","8.736",".864",".453","",".98785"
"   307 Nike","2.907517524107764",".1434700336178591","6.125833861019522","100.956069967798","324.5127135397028","2.490375887179508","3.324659161036019","4.95783094350026","46783","2677","10.12","61.313","0.043","11.857",".669",".267","","1.50703"
"   308 Polyxo","2.749537086212404",".04054222260115872","4.360811434829979","181.7212020388202","114.5814899120308","2.638064741613039","2.861009430811768","4.55929375956748","46884","3011","8.17","128.578","0.047","12.029",".783",".379","","1.62539"
"   309 Fraternitas","2.66499620349401",".1135202451768434","3.714272159388993","356.527674863379","310.6413339414828","2.362465181078013","2.967527225910007","4.35063945725553","46889","2829","10.6","41.075","0.056","22.398","","","","1.34902"
"   310 Margarita","2.76176410925153",".1133293320209976","3.172269763923261","229.2710505912039","324.975052674811","2.448775227550489","3.074752990952572","4.58973989521752","38937","2815","10.1","33.708","0.115","12.070","","","","1.44883"
"   311 Claudia","2.899114348445861",".002605929934803081","3.227252060194918","81.00940409146745","79.38388605418251","2.891559459580828","2.906669237310894","4.93635313258631","42718","3237","10.0","26.300","0.322","7.532",".843",".437","","1.88473"
"   312 Pierretta","2.782119422523156",".1595495450230307","9.029081057228765","6.259151181038525","262.7181597859641","2.338233534459849","3.226005310586462","4.64057562459709","46640","2478","8.89","46.191","0.230","10.282",".843",".429","","1.3435"
"   313 Chaldaea","2.374700647358269",".1818233128134094","11.6506444380718","176.5853439131817","316.0749223873499","1.942924708715441","2.806476586001098","3.65949795008793","46198","2683","8.90","77.853","0.039","8.392",".715",".342","",".973294"
"   314 Rosalia","3.160634656155549",".1718183252067449","12.50981920822116","170.015965013579","191.12143628","2.617579702944506","3.703689609366591","5.61913736522898","46734","2655","9.9","60.689","0.043","20.465","","","","1.61444"
"   315 Constantia","2.241299364938754",".1679447096552878","2.428618779319346","161.6368947584414","172.8464909514072","1.864884993843534","2.617713736033974","3.35550588145049","33189","2457","12.5","6.534","0.217","5.345","","","",".85402"
"   316 Goberta","3.179608009088325",".1352733813466135","2.338950594341684","123.9018998974493","314.99474715","2.749491682342173","3.609724335834477","5.66981091482042","46730","3231","10.1","56.067","0.061","8.605","","","","1.76561"
"   317 Roxane","2.286650305846054",".08507370039023114","1.765678386738376","151.3517140458316","186.7279624520097","2.092116502829277","2.481184108862831","3.45786339924284","46730","2893","10.03","18.648","0.926","8.169",".694",".238","","1.08181"
"   318 Magdalena","3.195414674039154",".08468339153298544","10.65428199736716","161.5003227591823","296.2732233702441","2.924816122087249","3.466013225991059","5.71214259118738","46562","2673","9.4","85","0.054","42.49",".685",".290","","1.9612"
"   319 Leona","3.403544111953765",".2168786980697745","10.56423431169122","184.9411106977291","228.1673229102011","2.665387896130185","4.141700327777344","6.27921390502312","46600","2577","10.1","49.943","0.085","430.","","","","1.68928"
"   320 Katharina","3.009980086733878",".1170735682627215","9.379285960896675","219.92085074286","149.7631555233453","2.657590977580206","3.362369195887549","5.22220162889836","40728","2410","10.8","23.362","0.155","6.893","","","","1.66216"
"   321 Florentina","2.885377376068378",".04666053706193093","2.587287565963579","40.22458690232654","36.24914656531664","2.750744118074682","3.020010634062073","4.90130959117241","46234","2725","10.1","27.974","0.425","2.871",".792",".410","","1.76614"
"   322 Phaeo","2.780799917999612",".2461546863261058","8.054398748915574","252.3646226067008","114.9328926374954","2.096292986448757","3.465306849550467","4.63727461545311","46644","2509","9.01","69.855","0.089","17.5845",".719",".230","","1.11016"
"   323 Brucia","2.383761924604392",".299135073913738","24.25120856037194","97.31441950230112","291.4333625670266","1.670695125095103","3.096828724113681","3.68046354282993","46627","2049","9.73","27.714","0.295","9.463",".893",".480","",".809292"
"   324 Bamberga","2.68144701279209",".3406546119019412","11.1017020113868","327.8510085307644","44.28056381145038","1.767999721313781","3.5948943042704","4.39098578753756","46442","2884","6.82","220.691","0.050","29.43",".695",".309","",".784536"
"   325 Heidelberga","3.216487690342498",".1570546046442743","8.5405386868802","344.7829363465108","69.02022107600807","2.711323487792582","3.721651892892413","5.7687410260296","46554","2300","8.65","75.72","0.1068","6.737",".714",".268","","1.73652"
"   326 Tamara","2.317175887933666",".1903643505363253","23.7296918734576","32.20152575472368","238.5862391661682","1.876068204948741","2.758283570918592","3.52733496415863","45886","1941","9.36","93.00","0.0368","14.445",".708",".318","",".943952"
"   327 Columbia","2.77597758748074",".0609391115864014","7.141161268430313","354.77301735","307.0499075164486","2.606811979515902","2.945143195445578","4.62521723604328","46535","3537","9.9","30.291","0.214","5.9320","","","","1.59872"
"   328 Gudrun","3.115053515170304",".1052721316226983","16.09267928002677","352.2195184587296","105.0571043039232","2.787125191509547","3.442981838831062","5.4980219620768","39434","2045","8.8","145.680","0.025","10.992","","","","1.85616"
"   329 Svea","2.476989162458903",".02450470217900334","15.87847254266901","178.4776069564857","54.45667349646248","2.416291280732228","2.537687044185577","3.89847148446915","46531","2777","9.6","81.057","0.039","22.778",".698",".331","","1.43261"
"   330 Adalberta (A910 CB)","2.467536241676484",".253295140213208","6.757106318276705","137.130655582841","259.158792789543","1.842521303359866","3.092551179993101","3.87617621519052","39907","2523","12.4","9.111","0.256","3.5553","","","",".862972"
"   331 Etheridgea","3.029221839471533",".09729609446140584","6.037947509434836","21.96099351125471","332.7798761561503","2.734490385233757","3.323953293709309","5.27235714281613","46525","2814","9.62","74.92","0.0447","25.315",".698",".298","","1.73091"
"   332 Siri","2.773338152066927",".08788542566342894","2.845232670071771","31.5666998005524","297.4137378508445","2.529602148063898","3.017074156069956","4.61862222971526","46539","2829","9.7","40.37","0.1719","8.0074","","","","1.51913"
"   333 Badenia (1892 A)","3.130541138838303",".1593331009776327","3.739295592659906","353.1690946364529","22.69364350089439","2.631742311449146","3.62933996622746","5.53907601489686","46385","2830","9.46","72.199","0.047","9.862",".773",".401","","1.63263"
"   334 Chicago (1892 L)","3.890299278529752",".02350182004740158","4.643112529606194","130.1632140571139","148.7710856723068","3.79887016495521","3.981728392104295","7.67330959838958","46279","2802","7.7","198.770","0.041","7.361",".736",".358","","2.78295"
"   335 Roberta (1892 C)","2.474842107199355",".1727772424805201","5.101117078672384","148.439946103573","140.0665001298796","2.047245712342771","2.902438502055939","3.89340378792504","46271","3386","8.96","97.109","0.049","12.054",".624",".235","","1.03348"
"   336 Lacadiera (1892 D)","2.251446035709403",".09549100265116645","5.653639987418186","235.0379507892935","31.40568899865753","2.036453196344518","2.466438875074287","3.37831790673896","46254","3022","9.76","67.513","0.044","13.70",".733",".273","","1.0228"
"   337 Devosa (1892 E)","2.382994911082152",".1369461038683614","7.853661616462415","355.4726836383242","98.48056865106135","2.056653042471319","2.709336779692985","3.67868731372295","46247","2103","8.74","64.549","0.135","4.653",".731",".290","","1.09062"
"   338 Budrosa (1892 F)","2.911311154660146",".02221723685009999","6.0500317713777","287.423034483054","110.1174409695696","2.846629865192724","2.975992444127569","4.96753732317999","46248","2219","8.5","50.506","0.276","4.6084",".704",".247","","1.86007"
"   339 Dorothea (1892 G)","3.013079742076175",".09775276525209789","9.962295419061931","173.4999321572232","164.3981465602868","2.718542865363152","3.3076166187892","5.23027038250265","46229","2720","9.24","44.329","0.198","5.974",".783",".405","","1.71054"
"   340 Eduarda (1892 H)","2.746377325070119",".1158937051049449","4.667976127213476","26.97613119854336","43.0234307549574","2.428089481251535","3.064665168888702","4.55143672449318","46351","2664","9.90","28.025","0.247","8.0062","","","","1.44447"
"   341 California (1892 J)","2.199802912574093",".1942234979310797","5.66686560186825","29.03966068044537","293.6656137976997","1.772549496134975","2.62705632901321","3.26275047336255","46349","2628","10.55","15.830","0.425","318.",".920","","",".769078"
"   342 Endymion (1892 K)","2.568153795731217",".1292969023839282","7.352661377024304","232.668868494109","225.1469198780453","2.236099465097643","2.90020812636479","4.11566241312368","46328","2580","10.22","60.903","0.038","6.319",".712",".356","","1.25972"
"   343 Ostara (1892 N)","2.411821555542712",".2289975608203087","3.259340396972183","38.59474121306826","10.24618555969049","1.859520302189588","2.964122808895836","3.74563936618689","46300","2550","11.56","18.213","0.092","109.87",".770",".463","",".869314"
"   344 Desiderata (1892 M)","2.597371337213802",".313513563976804","18.34577636171116","48.0404430515751","237.516334195249","1.783060192312706","3.411682482114897","4.18609680889906","46183","2182","8.08","124.181","0.067","10.747",".725",".382","",".833017"
"   345 Tercidina (1892 O)","2.325583447538973",".06113299844422809","9.744102128179284","212.6109470271664","231.1955099101726","2.183413558258651","2.467753336819296","3.54655005513524","46290","2502","8.71","96.865","0.037","12.371",".729",".411","","1.21067"
"   346 Hermentaria (1892 P)","2.796472878878515",".1019181501773136","8.752262383879128","91.94145970619691","292.0678558997428","2.51146153604219","3.08148422171484","4.67653425553307","46143","2099","7.13","86.447","0.332","28.523",".843",".485","","1.53123"
"   347 Pariana (1892 Q)","2.611527039125754",".1664399968039944","11.68122181967543","85.5139150804725","86.17041871025553","2.176864487080119","3.04618959117139","4.22036480279846","46282","2717","8.96","48.615","0.190","4.0529",".685",".259","","1.22027"
"   348 May (1892 R)","2.96800733982828",".07035155027542511","9.75888103253226","89.91384303583089","13.97614735886241","2.75920342224252","3.17681125741404","5.11335162158047","46285","2843","9.4","82.82","0.0448","7.3812","","","","1.77728"
"   349 Dembowska (1892 T)","2.922609831522937",".09158907747193022","8.246177556181788","32.34194360071223","345.7586207774685","2.654930693243358","3.190288969802516","4.99648356961708","46161","2618","5.93","139.77","0.3840","4.701",".945",".540","","1.65738"
"   350 Ornamenta (1892 U)","3.110749834255528",".1594281148943114","24.89234485856758","90.0967323242738","338.0920545948297","2.614808852272378","3.606690816238679","5.48663200156417","46113","1959","8.37","128.729","0.048","9.178",".702",".360","","1.64167"
"   351 Yrsa (1892 V)","2.768016477337051",".1538152545589975","9.204778971690821","99.19802698705524","31.92560076284486","2.342253318251954","3.193779636422149","4.60533480719164","46238","2229","8.98","39.720","0.286","13.29",".835",".410","","1.3633"
"   352 Gisela (1893 B)","2.194086493694604",".1496784759061986","3.384806303368702","247.2830104136397","144.6816823398345","1.865678971312021","2.522494016077188","3.25004083953221","46052","2490","10.01","26.744","0.195","7.490",".904",".539","",".872211"
"   353 Ruperto-Carola (1893 F)","2.735550871499505",".3276534942695728","5.708192214701303","102.470205387649","321.3976791728459","1.839238069700517","3.631863673298493","4.52455003807181","46060","3095","10.9","14.025","0.392","2.73898","","","",".856571"
"   354 Eleonora (1893 A)","2.798632548977549",".1140528158009354","18.39928829671905","140.3528242399048","5.562658870100968","2.47944062637451","3.117824471580588","4.68195271730113","46105","2728","6.44","148.970","0.201","4.277",".949",".601","","1.4929"
"   355 Gabriella (1893 E)","2.537376746347309",".1061069623243736","4.282876851640273","351.8146159733011","105.5927746801518","2.268143407519894","2.806610085174724","4.04190066061736","46226","2691","10.1","24.040","0.341","4.830","","","","1.28959"
"   356 Liguria (1893 G)","2.756209678371463",".2401805879332062","8.202587459524095","354.5241241599902","79.32330383039701","2.094221617353012","3.418197739389914","4.57590060462997","46213","2248","8.22","145.503","0.065","31.701",".733",".349","","1.127"
"   357 Ninina (1893 J)","3.149788634991706",".07633978562915505","15.05518543664403","137.6540938645171","255.3823582272097","2.909334445819291","3.390242824164122","5.59023827948913","40875","2636","8.72","124.107","0.037","36.0105",".715",".350","","1.95633"
"   358 Apollonia (1893 K)","2.876745827268159",".1529207526324542","3.553735619303688","172.1531225407811","253.1056239868885","2.43683169023004","3.316659964306279","4.8793327928318","44230","2990","9.2","90.116","0.050","50.6","","","","1.45296"
"   359 Georgia (1893 M)","2.727222198849303",".1574331992195935","6.771862544602116","6.058243945933397","338.344229986243","2.297866883101763","3.156577514596842","4.50390257042572","42801","2271","8.86","43.89","0.2621","5.537",".723",".303","","1.29141"
"   360 Carlova (1893 N)","3.007699194239829",".1759945774243559","11.6943388417529","132.4073477030562","288.4494582715645","2.478360445530015","3.537037942949643","5.21626686022194","42152","2677","8.48","129.125","0.043","6.183",".692",".269","","1.52122"
"   361 Bononia (1893 P)","3.957966613263631",".2129520604050769","12.62437431111383","18.87270233518921","68.46154258844783","3.115109467954637","4.800823758572626","7.87438041570456","43244","2442","8.22","154.334","0.038","13.835",".743",".271","","2.16046"
"   362 Havnia (1893 R)","2.578288376962592",".04363084475896934","8.064110786711193","27.32399800366144","31.82139023045049","2.465795477043482","2.690781276881701","4.1400485917117","43773","2446","9.00","98","0.052","16.92",".715",".346","","1.47944"
"   363 Padua (1893 S)","2.747942056970494",".07102306418247749","5.947000862329006","64.74705520645414","296.1980118179891","2.55277479188855","2.943109322052439","4.55532700887157","46647","3282","9.01","97","0.059","8.401",".751",".375","","1.55616"
"   364 Isara (1893 T)","2.220472426276019",".1494822098833281","6.003685879662021","105.537413516903","312.7440782939148","1.888551301011284","2.552393551540754","3.30884389922576","43574","2565","9.86","25.901","0.300","9.156",".912",".538","",".906795"
"   365 Corduba (1893 V)","2.801577638278642",".1572807674508552","12.7912204342407","185.1857853698731","216.2112220525106","2.360943357257023","3.242211919300261","4.68934511103325","44206","2866","9.2","86.773","0.050","12.705",".714",".331","","1.37923"
"   366 Vincentina (1893 W)","3.145751656271963",".05600605472560102","10.57668646391131","346.715689682895","332.7618269501292","2.969570516857646","3.321932795686281","5.5794944917384","44370","2672","8.7","86.368","0.091","12.7365","","","","1.96105"
"   367 Amicitia (1893 AA)","2.219984246060379",".09566758919487488","2.941569503885801","83.44866423950553","55.86535621457596","2.007603705189181","2.432364786931577","3.30775276430156","41420","2612","10.7","21.243","0.393","5.05538","","","","1.02308"
"   368 Haidea (1893 AB)","3.074927775744691",".2007456897754264","7.796177201718029","226.336325145902","95.17664526547608","2.457649278393205","3.692206273096176","5.39213282239297","41434","2599","9.93","69.277","0.038","9.823",".734",".292","","1.45993"
"   369 Aeria (1893 AE)","2.648732132802335",".09630026988121107","12.71728602427256","94.16139501820473","269.5615122350751","2.393658513570434","2.903805752034235","4.3108733370519","46063","2211","8.52","73.767","0.127","4.778",".711",".274","","1.43158"
"   370 Modestia (1893 AC)","2.32423820196625",".09142731967198037","7.865619251194364","290.9148213711983","68.77216453316188","2.111739332881252","2.536737071051247","3.54347322032045","41859","2469","10.68","38.093","0.065","22.5299",".709",".289","","1.12078"
"   371 Bohemia (1893 AD)","2.727509925125486",".06474887135787881","7.40116671072006","283.3906411640279","342.545610592545","2.550906735856198","2.904113114394773","4.50461534254297","46037","2289","8.72","52.976","0.234","10.7391",".822",".511","","1.53546"
"   372 Palma (1893 AH)","3.150140553907852",".2589917578032354","23.82595626988699","327.3569989128135","115.5748776766232","2.334280114524","3.966000993291705","5.59117518309161","45875","2049","7.5","173.642","0.059","8.567","","","","1.44687"
"   373 Melusina (1893 AJ)","3.12122792359676",".1381991288356861","15.37650013983297","3.666786558547563","348.3957855491044","2.68987694365807","3.552578903535449","5.5143766647404","42872","2578","9.13","98.695","0.040","12.97",".669",".371","","1.68617"
"   374 Burgundia (1893 AK)","2.780097674092228",".07966818705779501","8.993765425979896","219.0158601976718","25.3383734974466","2.558612332553708","3.001583015630749","4.63551812864737","42269","2562","8.67","44.67","0.3014","6.972",".847",".448","","1.5492"
"   375 Ursula (1893 AL)","3.127897914973959",".1053797321609872","15.92968633368769","336.5006975601119","341.4626031839967","2.798280870467093","3.457514959480825","5.53206224650396","45973","2017","7.47","216","0.042","16.899",".683",".341","","1.78953"
"   376 Geometria (1893 AM)","2.288772727189103",".1721038683556218","5.432401405708575","301.9867859227764","316.7988326104261","1.894866087053013","2.682679367325194","3.46267879173069","43875","2463","9.49","35.465","0.321","7.74",".891",".476","",".883498"
"   377 Campania (1893 AN)","2.689278346273906",".07794363479388441","6.678633275036132","210.120858962354","195.6395217767665","2.479666216992831","2.89889047555498","4.4102360482304","45969","2719","8.89","90.346","0.060","11.664",".730",".305","","1.48865"
"   378 Holmia (1893 AP)","2.776387093417036",".1302248686182486","7.006095036792797","232.450403120254","157.5831962037248","2.414832448943402","3.137941737890671","4.62624072616796","45744","2497","9.8","27.831","0.339","4.450",".874",".424","","1.42166"
"   379 Huenna (1894 AQ)","3.143382150172378",".1804136111189481","1.669675604057166","171.909693500095","180.2608705046466","2.576273225332935","3.71049107501182","5.57319163103175","45880","3634","8.87","84.787","0.046","14.141",".672",".287","","1.56993"
"   380 Fiducia (1894 AR)","2.678427633199483",".1127528731642585","6.162202404839777","95.04411309865432","239.6153703722362","2.376427221993697","2.98042804440527","4.38357132816974","45878","2841","9.42","67.508","0.066","13.69",".707",".376","","1.37235"
"   381 Myrrha (1894 AS)","3.225266728454379",".09012289106325261","12.55618833652568","125.0805516750103","143.4040795966112","2.934596366435952","3.515937090472805","5.79237482005949","45740","2581","8.25","127.639","0.064","6.572",".683",".300","","1.92842"
"   382 Dodona (1894 AT)","3.122177860791582",".1717668468547132","7.390377306210611","313.4853456933719","270.2923030388578","2.585891214323818","3.658464507259345","5.51689428449194","45857","2687","8.77","65.209","0.129","4.113",".690",".243","","1.5908"
"   383 Janina (1894 AU)","3.139727933882854",".1672097149242398","2.659582178385926","92.78022154951917","324.2494039294958","2.61473492111863","3.664720946647078","5.56347611123467","45859","3070","9.91","43.482","0.101","6.4",".682",".352","","1.62702"
"   384 Burdigala (1894 AV)","2.651000428420612",".1485801084031389","5.590465593093016","47.83252449548929","34.82231010044791","2.25711449738911","3.044886359452114","4.31641207848441","43823","2531","9.64","34.435","0.192","21.1",".846",".419","","1.27543"
